Year,Date,Home/Away,Opponent,Result,Score,Location
1974,09/21/1974,at,Holy Cross,L,10-45,"Worcester, Mass."
1974,09/28/1974,vs,Rhode Island,W,45-15,"Providence, R.I."
1974,10/05/1974,vs,Penn,L,9-14,"Providence, R.I."
1974,10/12/1974,at,Yale,L,0-24,"New Haven, Conn."
1974,10/19/1974,vs,Dartmouth,L,6-7,"Providence, R.I."
1974,11/02/1974,vs,Princeton,W,17-13,"Providence, R.I."
1974,11/09/1974,vs,Cornell,W,16-8,"Providence, R.I."
1974,11/16/1974,at,Harvard,W,10-7,"Boston, Mass."
1974,11/23/1974,at,Columbia,W,28-19,"New York, N.Y."
1975,09/27/1975,vs,Rhode Island,W,41-20,"Providence, R.I."
1975,10/04/1975,at,Penn,W,17-8,"Philadelphia, Pa."
1975,10/11/1975,vs,University,W,27-12,"Providence, R.I."
1975,10/18/1975,at,Dartmouth,T,10-10,"Hanover, N.H."
1975,10/25/1975,at,Holy Cross,L,20-21,"Worcester, Mass."
1975,11/01/1975,at,Princeton,W,24-16,"Princeton, N.J."
1975,11/08/1975,at,Cornell,W,45-23,"Ithaca, N.Y."
1975,11/15/1975,vs,Harvard,L,26-45,"Providence, R.I."
1975,11/22/1975,vs,Columbia,W,48-13,"Providence, R.I."
1976,09/18/1976,vs,Yale,W,14-6,"Providence, R.I."
1976,09/25/1976,vs,Rhode Island,W,3-0,"Providence, R.I."
1976,10/02/1976,at,Princeton,W,13-7,"Princeton, N.J."
1976,10/09/1976,vs,Penn,L,6-7,"Providence, R.I."
1976,10/16/1976,at,Cornell,W,28-12,"Ithaca, N.Y."
1976,10/23/1976,vs,Holy Cross,W,28-18,"Providence, R.I."
1976,10/30/1976,at,Harvard,W,16-14,"Boston, Mass."
1976,11/06/1976,vs,Dartmouth,W,35-21,"Providence, R.I."
1976,11/13/1976,at,Columbia,W,28-17,"New York, N.Y."
1977,09/17/1977,at,Yale,L,9-10,"New Haven, Conn."
1977,09/24/1977,vs,Rhode Island,W,28-10,"Providence, R.I."
1977,10/01/1977,vs,Princeton,W,10-7,"Providence, R.I."
1977,10/08/1977,at,Penn,L,7-14,"Philadelphia, Pa."
1977,10/15/1977,vs,Cornell,W,21-3,"Providence, R.I."
1977,10/22/1977,at,Holy Cross,W,44-13,"Worcester, Mass."
1977,10/29/1977,vs,Harvard,W,20-15,"Providence, R.I."
1977,11/05/1977,at,Dartmouth,W,13-10,"Hanover, N.H."
1977,11/12/1977,vs,Columbia,W,21-14,"Providence, R.I."
1978,09/23/1978,vs,Yale,L,0-21,"Providence, R.I."
1978,09/30/1978,vs,Rhode Island,L,3-17,"Providence, R.I."
1978,10/07/1978,at,Princeton,W,44-16,"Princeton, N.J."
1978,10/14/1978,vs,Penn,W,14-0,"Providence, R.I."
1978,10/21/1978,at,Cornell,W,21-13,"Ithaca, N.Y."
1978,10/28/1978,vs,Holy Cross,W,31-25,"Providence, R.I."
1978,11/04/1978,at,Harvard,W,31-30,"Boston, Mass."
1978,11/11/1978,vs,Dartmouth,L,21-31,"Providence, R.I."
1978,11/18/1978,at,Columbia,W,24-12,"New York, N.Y."
1979,09/22/1979,at,Yale,L,12-13,"New Haven, Conn."
1979,09/29/1979,vs,Rhode Island,W,31-13,"Providence, R.I."
1979,10/06/1979,vs,Princeton,W,31-12,"Providence, R.I."
1979,10/13/1979,at,Penn,W,24-18,"Philadelphia, Pa."
1979,10/20/1979,vs,Cornell,W,28-7,"Providence, R.I."
1979,10/27/1979,at,Holy Cross,L,7-14,"Worcester, Mass."
1979,11/03/1979,vs,Harvard,W,23-14,"Providence, R.I."
1979,11/10/1979,at,Dartmouth,L,10-24,"Hanover, N.H."
1979,11/17/1979,vs,Columbia,W,31-14,"Providence, R.I."
1980,09/20/1980,vs,Yale,L,17-45,"Providence, R.I."
1980,09/27/1980,vs,Bucknell,L,20-28,"Providence, R.I."
1980,10/04/1980,at,Princeton,W,28-11,"Princeton, N.J."
1980,10/11/1980,vs,Penn,W,42-22,"Providence, R.I."
1980,10/18/1980,at,Cornell,W,32-25,"Ithaca, N.Y."
1980,10/25/1980,vs,Holy Cross,W,21-3,"Providence, R.I."
1980,11/01/1980,at,Harvard,L,16-17,"Boston, Mass."
1980,11/15/1980,vs,Dartmouth,L,24-28,"Providence, R.I."
1980,11/22/1980,at,Columbia,W,31-13,"New York, N.Y."
1980,11/27/1980,vs,Rhode Island,W,9-3,"Providence, R.I."
1981,09/19/1981,at,Yale,L,7-28,"New Haven, Conn."
1981,09/26/1981,at,Army,L,17-23,"West Point, N.Y."
1981,10/03/1981,vs,Princeton,L,17-20,"Providence, R.I."
1981,10/10/1981,at,Penn,W,26-24,"Philadelphia, Pa."
1981,10/17/1981,vs,Cornell,L,9-14,"Providence, R.I."
1981,10/24/1981,at,Holy Cross,L,24-34,"Worcester, Mass."
1981,10/31/1981,vs,Harvard,L,7-41,"Providence, R.I."
1981,11/07/1981,at,Rhode Island,W,10-8,"Kingston, R.I."
1981,11/14/1981,at,Dartmouth,L,13-38,"Hanover, N.H."
1981,11/21/1981,vs,Columbia,W,23-20,"Providence, R.I."
1982,09/18/1982,vs,Yale,W,28-21,"Providence, R.I."
1982,09/25/1982,vs,Rhode Island,W,24-20,"Providence, R.I."
1982,10/02/1982,at,Princeton,L,23-28,"Princeton, N.J."
1982,10/09/1982,vs,Penn,L,21-24,"Providence, R.I."
1982,10/16/1982,at,Cornell,W,38-19,"Ithaca, N.Y."
1982,10/23/1982,vs,Holy Cross,L,6-17,"Providence, R.I."
1982,10/30/1982,at,Harvard,L,0-34,"Boston, Mass."
1982,11/06/1982,at,William & Mary,W,23-22,"Williamsburg, Va."
1982,11/13/1982,vs,Dartmouth,L,16-22,"Providence, R.I."
1982,11/20/1982,at,Columbia,W,35-21,"New York, N.Y."
1983,09/17/1983,at,Yale,W,26-24,"New Haven, Conn."
1983,09/24/1983,vs,Rhode Island,L,16-30,"Providence, R.I."
1983,10/01/1983,vs,Princeton,L,16-27,"Providence, R.I."
1983,10/08/1983,at,Penn,T,24-24,"Philadelphia, Pa."
1983,10/15/1983,vs,Cornell,W,14-3,"Providence, R.I."
1983,10/22/1983,at,Holy Cross,L,10-31,"Worcester, Mass."
1983,10/29/1983,vs,Harvard,L,10-17,"Providence, R.I."
1983,11/05/1983,at,Penn State,L,21-38,"State College, Pa."
1983,11/12/1983,at,Dartmouth,W,25-7,"Hanover, N.H."
1983,11/19/1983,vs,Columbia,W,42-36,"Providence, R.I."
1984,09/22/1984,vs,Yale,W,27-14,"Providence, R.I."
1984,09/29/1984,vs,Rhode Island,L,13-34,"Providence, R.I."
1984,10/06/1984,at,Princeton,W,32-30,"Princeton, N.J."
1984,10/13/1984,vs,Penn,L,14-41,"Providence, R.I."
1984,10/20/1984,at,Cornell,W,13-9,"Ithaca, N.Y."
1984,10/27/1984,vs,Holy Cross,L,17-38,"Providence, R.I."
1984,11/03/1984,at,Harvard,L,10-24,"Boston, Mass."
1984,11/10/1984,vs,Dartmouth,L,11-27,"Providence, R.I."
1984,11/17/1984,at,Columbia,W,28-14,"New York, N.Y."
1985,09/21/1985,at,Yale,L,9-10,"New Haven, Conn."
1985,09/28/1985,vs,Rhode Island,W,32-27,"Providence, R.I."
1985,10/05/1985,vs,Princeton,W,17-0,"Providence, R.I."
1985,10/12/1985,at,Penn,L,14-17,"Philadelphia, Pa."
1985,10/19/1985,vs,Cornell,W,22-0,"Providence, R.I."
1985,10/26/1985,vs,Holy Cross,T,20-20,"Providence, R.I."
1985,11/02/1985,vs,Harvard,L,17-25,"Providence, R.I."
1985,11/09/1985,at,Richmond,L,13-29,"Richmond, Va."
1985,11/16/1985,at,Dartmouth,W,22-0,"Hanover, N.H."
1985,11/23/1985,vs,Columbia,W,34-0,"Providence, R.I."
1986,09/20/1986,vs,Yale,W,21-7,"Providence, R.I."
1986,09/27/1986,at,Rhode Island,W,27-7,"Kingston, R.I."
1986,10/04/1986,at,Princeton,W,24-10,"Princeton, N.J."
1986,10/11/1986,vs,Penn,L,0-34,"Providence, R.I."
1986,10/18/1986,at,Cornell,L,9-27,"Ithaca, N.Y."
1986,10/25/1986,vs,Holy Cross,L,7-22,"Providence, R.I."
1986,11/01/1986,at,Harvard,W,31-19,"Boston, Mass."
1986,11/08/1986,vs,Colgate,L,3-27,"Providence, R.I."
1986,11/15/1986,vs,Dartmouth,T,21-21,"Providence, R.I."
1986,11/22/1986,at,Columbia,W,45-7,"New York, N.Y."
1987,09/19/1987,at,Yale,W,17-7,"New Haven, Conn."
1987,09/26/1987,vs,Rhode Island,W,17-15,"Providence, R.I."
1987,10/03/1987,vs,Princeton,W,13-7,"Providence, R.I."
1987,10/10/1987,at,Penn,L,17-38,"Philadelphia, Pa."
1987,10/17/1987,vs,Cornell,W,23-15,"Providence, R.I."
1987,10/24/1987,at,Holy Cross,L,0-41,"Worcester, Mass."
1987,10/31/1987,vs,Harvard,L,9-14,"Providence, R.I."
1987,11/07/1987,at,Lehigh,W,10-7,"Bethlehem, Pa."
1987,11/14/1987,at,Dartmouth,W,19-0,"Hanover, N.H."
1987,11/21/1987,vs,Columbia,W,19-16,"Providence, R.I."
1988,09/17/1988,vs,Yale,T,24-24,"Providence, R.I."
1988,09/24/1988,at,Rhode Island,L,10-17,"Kingston, R.I."
1988,10/01/1988,at,Princeton,L,27-31,"Princeton, N.J."
1988,10/08/1988,vs,Penn,L,0-10,"Providence, R.I."
1988,10/15/1988,at,Cornell,L,0-35,"Ithaca, N.Y."
1988,10/22/1988,vs,Holy Cross,L,14-35,"Providence, R.I."
1988,10/29/1988,at,Harvard,L,3-28,"Boston, Mass."
1988,11/05/1988,vs,Maine,L,10-37,"Providence, R.I."
1988,11/12/1988,vs,Dartmouth,L,24-37,"Providence, R.I."
1988,11/19/1988,at,Columbia,L,13-31,"New York, N.Y."
1989,09/16/1989,at,Yale,L,3-12,"New Haven, Conn."
1989,09/23/1989,at,Colgate,L,7-42,"Hamilton, N.Y."
1989,09/30/1989,vs,Rhode Island,L,13-18,"Providence, R.I."
1989,10/07/1989,vs,Princeton,L,15-38,"Providence, R.I."
1989,10/14/1989,at,Pennsylvania,L,30-32,"Philadelphia, Pa."
1989,10/21/1989,vs,Cornell,W,28-7,"Providence, R.I."
1989,10/28/1989,at,Holy Cross,L,13-49,"Worcester, Mass."
1989,11/04/1989,vs,Harvard,L,14-27,"Providence, R.I."
1989,11/11/1989,at,Dartmouth,L,6-12,"Hanover, N.H."
1989,11/18/1989,vs,Columbia,W,39-27,"Providence, R.I."
1990,09/15/1990,vs,Yale,L,21-27,"Providence, R.I."
1990,09/22/1990,at,Rhode Island,L,3-23,"Kingston, R.I."
1990,09/29/1990,vs,Fordham,L,28-35,"Providence, R.I."
1990,10/06/1990,at,Princeton,L,23-27,"Princeton, N.J."
1990,10/13/1990,vs,Holy Cross,L,0-55,"Providence, R.I."
1990,10/20/1990,vs,Penn,W,24-17,"Providence, R.I."
1990,10/27/1990,at,Cornell,L,7-24,"Ithaca, N.Y."
1990,11/03/1990,at,Harvard,L,37-52,"Boston, Mass."
1990,11/10/1990,vs,Dartmouth,L,0-29,"Providence, R.I."
1990,11/17/1990,at,Columbia,W,17-0,"New York, N.Y."
1991,09/21/1991,at,Yale,L,20-36,"New Haven, Conn."
1991,09/28/1991,at,Marshall,L,0-46,"Huntington, W.Va."
1991,10/05/1991,vs,Rhode Island,L,36-38,"Providence, R.I."
1991,10/12/1991,vs,Princeton,L,37-59,"Providence, R.I."
1991,10/19/1991,at,Holy Cross,L,28-42,"Worcester, Mass."
1991,10/26/1991,at,Penn,L,19-28,"Philadelphia, Pa."
1991,11/02/1991,vs,Cornell,L,17-20,"Providence, R.I."
1991,11/09/1991,vs,Harvard,L,29-35,"Providence, R.I."
1991,11/16/1991,at,Dartmouth,L,13-45,"Hanover, N.H."
1991,11/23/1991,vs,Columbia,W,28-23,"Providence, R.I."
1992,09/19/1992,vs,Yale,L,17-22,"Providence, R.I."
1992,09/26/1992,at,Bucknell,L,14-33,"Lewisburg, Pa."
1992,10/03/1992,at,William & Mary,L,6-51,"Williamsburg, Va."
1992,10/10/1992,at,Princeton,L,14-28,"Princeton, N.J."
1992,10/17/1992,vs,Lehigh,L,24-31,"Providence, R.I."
1992,10/24/1992,vs,Penn,L,0-38,"Providence, R.I."
1992,10/31/1992,at,Cornell,L,6-16,"Ithaca, N.Y."
1992,11/07/1992,at,Harvard,L,19-29,"Boston, Mass."
1992,11/14/1992,vs,Dartmouth,L,28-51,"Providence, R.I."
1992,11/21/1992,at,Columbia,L,28-34,"New York, N.Y."
1993,09/18/1993,at,Yale,W,12-3,"New Haven, Conn."
1993,09/25/1993,at,Lehigh,L,35-42,"Bethlehem, Pa."
1993,10/02/1993,vs,Rhode Island,L,7-30,"Providence, R.I."
1993,10/09/1993,vs,Princeton,L,16-34,"Providence, R.I."
1993,10/16/1993,vs,Bucknell,W,21-12,"Providence, R.I."
1993,10/23/1993,at,Penn,L,9-34,"Philadelphia, Pa."
1993,10/30/1993,vs,Cornell,L,3-21,"Providence, R.I."
1993,11/06/1993,vs,Harvard,W,43-29,"Providence, R.I."
1993,11/13/1993,at,Dartmouth,L,16-39,"Hanover, N.H."
1993,11/20/1993,vs,Columbia,W,28-23,"Providence, R.I."
1994,09/17/1994,vs,Yale,L,16-27,"Providence, R.I."
1994,09/24/1994,at,Rhode Island,W,32-29,"Kingston, R.I."
1994,10/01/1994,vs,Colgate,W,26-7,"Providence, R.I."
1994,10/08/1994,at,Princeton,L,10-31,"Princeton, N.J."
1994,10/15/1994,vs,Holy Cross,W,20-18,"Providence, R.I."
1994,10/22/1994,vs,Penn,L,0-24,"Providence, R.I."
1994,10/29/1994,at,Cornell,W,16-3,"Ithaca, N.Y."
1994,11/05/1994,at,Harvard,W,23-17,"Boston, Mass."
1994,11/12/1994,vs,Dartmouth,W,27-14,"Providence, R.I."
1994,11/19/1994,at,Columbia,W,59-27,"New York, N.Y."
1995,09/16/1995,at,Yale,L,38-42,"New Haven, Conn."
1995,09/23/1995,vs,Rhode Island,W,31-28,"Providence, R.I."
1995,09/30/1995,at,Holy Cross,W,37-14,"Worcester, Mass."
1995,10/07/1995,vs,Princeton,L,19-21,"Providence, R.I."
1995,10/14/1995,vs,Colgate,W,21-6,"Providence, R.I."
1995,10/21/1995,at,Penn,L,21-58,"Philadelphia, Pa."
1995,10/28/1995,vs,Cornell,L,28-38,"Providence, R.I."
1995,11/04/1995,vs,Harvard,W,47-8,"Providence, R.I."
1995,11/11/1995,at,Dartmouth,L,7-10,"Hanover, N.H."
1995,11/18/1995,vs,Columbia,W,33-14,"Providence, R.I."
1996,09/21/1996,vs,Yale,L,0-30,"Providence, R.I."
1996,09/28/1996,at,Rhode Island,L,13-28,"Kingston, R.I."
1996,10/05/1996,at,Colgate,L,27-44,"Hamilton, N.Y."
1996,10/12/1996,at,Princeton,W,27-23,"Princeton, N.J."
1996,10/19/1996,vs,Fordham,W,27-14,"Providence, R.I."
1996,10/26/1996,vs,Penn,W,27-21,"Providence, R.I."
1996,11/02/1996,at,Cornell,W,35-21,"Ithaca, N.Y."
1996,11/09/1996,at,Harvard,W,31-7,"Boston, Mass."
1996,11/16/1996,vs,Dartmouth,L,24-27,"Providence, R.I."
1996,11/23/1996,at,Columbia,L,27-31,"New York, N.Y."
1997,09/20/1997,at,Yale,W,52-14,"New Haven, Conn."
1997,09/27/1997,vs,Lafayette,W,35-27,"Providence, R.I."
1997,10/04/1997,at,Fordham,W,45-14,"Bronx, N.Y."
1997,10/11/1997,vs,Princeton,L,13-30,"Providence, R.I."
1997,10/18/1997,vs,Rhode Island,W,23-15,"Providence, R.I."
1997,10/25/1997,at,Penn,W,10-31,"Philadelphia, Pa."
1997,11/01/1997,vs,Cornell,W,37-12,"Providence, R.I."
1997,11/08/1997,vs,Harvard,L,10-27,"Providence, R.I."
1997,11/15/1997,at,Dartmouth,L,7-13,"Hanover, N.H."
1997,11/22/1997,vs,Columbia,W,42-11,"Providence, R.I."
1998,09/19/1998,vs,Yale,L,28-30,"Providence, R.I."
1998,09/26/1998,at,Lafayette,W,23-21,"Easton, Pa."
1998,10/03/1998,at,Rhode Island,L,16-44,"Kingston, R.I."
1998,10/10/1998,at,Princeton,L,17-31,"Princeton, N.J."
1998,10/17/1998,vs,Fordham,W,38-27,"Providence, R.I."
1998,10/24/1998,vs,Penn,W,58-51,"Providence, R.I."
1998,10/31/1998,at,Cornell,W,20-7,"Ithaca, N.Y."
1998,11/07/1998,at,Harvard,W,27-6,"Boston, Mass."
1998,11/14/1998,vs,Dartmouth,W,28-21,"Providence, R.I."
1998,11/21/1998,at,Columbia,W,10-3,"New York, N.Y."
1999,09/18/1999,at,Yale,W,25-24,"New Haven, Conn."
1999,09/25/1999,vs,Lafayette,W,35-28,"Providence, R.I."
1999,10/02/1999,vs,Cornell,L,28-33,"Providence, R.I."
1999,10/09/1999,vs,Princeton,W,53-30,"Providence, R.I."
1999,10/16/1999,vs,Rhode Island,W,27-25,"Providence, R.I."
1999,10/23/1999,at,Penn,W,44-37,"Philadelphia, Pa."
1999,10/30/1999,at,Fordham,W,37-18,"Bronx, N.Y."
1999,11/06/1999,vs,Harvard,W,17-10,"Providence, R.I."
1999,11/13/1999,at,Dartmouth,W,35-28,"Hanover, N.H."
1999,11/20/1999,vs,Columbia,W,23-6,"Providence, R.I."
2000,09/16/2000,vs,San Diego,W,36-20,"Providence, R.I."
2000,09/23/2000,vs,Harvard,L,37-42,"Providence, R.I."
2000,09/30/2000,vs,Rhode Island,W,29-19,"Providence, R.I."
2000,10/07/2000,at,Fordham,W,44-17,"Bronx, N.Y."
2000,10/14/2000,at,Princeton,L,28-55,"Princeton, N.J."
2000,10/21/2000,vs,Cornell,W,56-40,"Providence, R.I."
2000,10/28/2000,at,Penn,L,38-41,"Philadelphia, Pa."
2000,11/04/2000,vs,Yale,W,28-14,"Providence, R.I."
2000,11/11/2000,at,Dartmouth,W,34-26,"Hanover, N.H."
2000,11/18/2000,vs,Columbia,W,45-27,"Providence, R.I."
2001,09/22/2001,at,Harvard,L,20-27,"Boston, Mass."
2001,09/29/2001,vs,Rhode Island,L,38-42,"Providence, R.I."
2001,10/06/2001,vs,Fordham,W,40-23,"Providence, R.I."
2001,10/13/2001,vs,Princeton,W,35-24,"Providence, R.I."
2001,10/20/2001,at,Cornell,W,49-21,"Ithaca, N.Y."
2001,10/27/2001,vs,Penn,L,14-27,"Providence, R.I."
2001,11/03/2001,at,Yale,W,37-34,"New Haven, Conn."
2001,11/10/2001,vs,Dartmouth,W,41-16,"Providence, R.I."
2001,11/17/2001,at,Columbia,W,45-21,"New York, N.Y."
2002,09/21/2002,at,Towson,L,42-56,"Towson, Md."
2002,09/28/2002,vs,Harvard,L,24-26,"Providence, R.I."
2002,10/05/2002,at,Rhode Island,L,28-38,"Kingston, R.I."
2002,10/12/2002,at,Fordham,L,17-24,"New York, N.Y."
2002,10/19/2002,at,Princeton,L,14-16,"Princeton, N.J."
2002,10/26/2002,vs,Cornell,L,7-10,"Providence, R.I."
2002,11/02/2002,at,Penn,L,7-31,"Philadelphia, Pa."
2002,11/09/2002,vs,Yale,L,27-31,"Providence, R.I."
2002,11/16/2002,at,Dartmouth,W,21-18,"Hanover, N.H."
2002,11/23/2002,vs,Columbia,W,35-28,"Providence, R.I."
2003,09/20/2003,at,Albany,W,21-3,"Albany, N.Y."
2003,09/27/2003,at,Harvard,L,14-52,"Boston, Mass."
2003,10/04/2003,vs,Rhode Island,L,9-27,"Providence, R.I."
2003,10/11/2003,vs,Fordham,L,21-24,"Providence, R.I."
2003,10/18/2003,vs,Princeton,L,14-34,"Providence, R.I."
2003,10/25/2003,at,Cornell,W,21-7,"Ithaca, N.Y."
2003,11/01/2003,vs,Penn,L,21-24,"Providence, R.I."
2003,11/08/2003,at,Yale,W,55-44,"New Haven, Conn."
2003,11/15/2003,vs,Dartmouth,W,26-21,"Providence, R.I."
2003,11/22/2003,at,Columbia,W,42-10,"New York, N.Y."
2004,09/18/2004,vs,Albany,W,35-7,"Providence, R.I."
2004,09/25/2004,vs,Harvard,L,34-35,"Providence, R.I."
2004,10/02/2004,at,Rhode Island,W,20-13,"Kingston, R.I."
2004,10/09/2004,at,Fordham,W,27-20,"Bronx, N.Y."
2004,10/16/2004,at,Princeton,L,10-24,"Princeton, N.J."
2004,10/23/2004,vs,Cornell,W,21-17,"Providence, R.I."
2004,10/30/2004,at,Penn,L,16-20,"Philadelphia, Pa."
2004,11/06/2004,vs,Yale,W,24-17,"Providence, R.I."
2004,11/13/2004,at,Dartmouth,L,7-20,"Hanover, N.H."
2004,11/20/2004,vs,Columbia,W,33-21,"Providence, R.I."
2005,09/17/2005,at,Georgetown,W,34-3,"Washington, D.C."
2005,09/24/2005,at,Harvard,L,35-38,"Boston, Mass."
2005,10/01/2005,vs,Rhode Island,W,45-35,"Providence, R.I."
2005,10/08/2005,vs,Fordham,W,37-14,"Providence, R.I."
2005,10/15/2005,vs,Princeton,W,31-28,"Providence, R.I."
2005,10/22/2005,at,Cornell,W,38-24,"Ithaca, N.Y."
2005,10/29/2005,vs,Penn,W,34-20,"Providence, R.I."
2005,11/05/2005,at,Yale,W,38-21,"New Haven, Conn."
2005,11/12/2005,vs,Dartmouth,W,24-14,"Providence, R.I."
2005,11/19/2005,at,Columbia,W,52-21,"New York, N.Y."
2006,09/16/2006,vs,Georgetown,W,34-21,"Providence, R.I."
2006,09/23/2006,vs,Harvard,L,21-38,"Providence, R.I."
2006,09/30/2006,at,Rhode Island,L,21-28,"Kingston, R.I."
2006,10/07/2006,at,Holy Cross,L,30-35,"Worcester, Mass."
2006,10/13/2006,at,Princeton,L,3-17,"Princeton, N.J."
2006,10/21/2006,vs,Cornell,W,28-7,"Providence, R.I."
2006,10/28/2006,at,Penn,W,30-27,"Philadelphia, Pa."
2006,11/04/2006,vs,Yale,L,24-27,"Providence, R.I."
2006,11/11/2006,at,Dartmouth,L,13-19,"Hanover, N.H."
2006,11/18/2006,vs,Columbia,L,21-22,"Providence, R.I."
2007,09/15/2007,vs,Duquesne,W,28-17,"Providence, R.I."
2007,09/22/2007,at,Harvard,L,17-24,"Boston, Mass."
2007,09/29/2007,vs,Rhode Island,L,42-49,"Providence, R.I."
2007,10/06/2007,vs,Holy Cross,L,37-48,"Providence, R.I."
2007,10/13/2007,vs,Princeton,W,33-24,"Providence, R.I."
2007,10/20/2007,at,Cornell,L,31-38,"Ithaca, N.Y."
2007,10/27/2007,vs,Penn,W,31-17,"Providence, R.I."
2007,11/03/2007,at,Yale,L,7-17,"New Haven, Conn."
2007,11/10/2007,vs,Dartmouth,W,56-35,"Providence, R.I."
2007,11/17/2007,at,Columbia,W,30-22,"New York, N.Y."
2008,09/20/2008,vs,Stony Brook,W,17-7,"Providence, R.I."
2008,09/27/2008,vs,Harvard,W,24-22,"Providence, R.I."
2008,10/04/2008,at,Rhode Island,L,13-37,"Kingston, R.I."
2008,10/11/2008,at,Holy Cross,L,34-41,"Worcester, Mass."
2008,10/18/2008,at,Princeton,W,31-10,"Princeton, N.J."
2008,10/25/2008,vs,Cornell,W,27-7,"Providence, R.I."
2008,11/01/2008,at,Penn,W,34-27,"Philadelphia, Pa."
2008,11/08/2008,vs,Yale,L,3-13,"Providence, R.I."
2008,11/15/2008,at,Dartmouth,W,45-16,"Hanover, N.H."
2008,11/22/2008,vs,Columbia,W,41-10,"Providence, R.I."
2009,09/19/2009,at,Stony Brook,L,20-21,"Stony Brook, N.Y."
2009,09/25/2009,at,Harvard,L,21-24,"Boston, Mass."
2009,10/03/2009,vs,Rhode Island,W,28-20,"Providence, R.I."
2009,10/10/2009,vs,Holy Cross,W,34-31,"Providence, R.I."
2009,10/17/2009,vs,Princeton,W,34-17,"Providence, R.I."
2009,10/24/2009,at,Cornell,W,34-14,"Ithaca, N.Y."
2009,10/31/2009,vs,Penn,L,7-14,"Providence, R.I."
2009,11/07/2009,at,Yale,W,35-21,"New Haven, Conn."
2009,11/14/2009,vs,Dartmouth,W,14-7,"Providence, R.I."
2009,11/21/2009,at,Columbia,L,14-28,"New York, N,Y."
2010,09/18/2010,vs,Stony Brook,W,33-30,"Providence, R.I."
2010,09/25/2010,vs,Harvard,W,29-14,"Providence, R.I."
2010,10/02/2010,at,Rhode Island,L,24-27,"Kingston, R.I."
2010,10/09/2010,at,Holy Cross,L,13-17,"Worcester, Mass."
2010,10/16/2010,at,Princeton,W,17-13,"Princeton, N.J."
2010,10/23/2010,vs,Cornell,W,27-14,"Providence, R.I."
2010,10/30/2010,at,Penn,L,7-24,"Philadelphia, Pa."
2010,11/06/2010,vs,Yale,L,24-27,"Providence, R.I."
2010,11/13/2010,at,Dartmouth,W,35-28,"Hanover, N.H."
2010,11/20/2010,vs,Columbia,W,38-16,"Providence, R.I."
2011,09/17/2011,at,Stony Brook,W,21-20,"Stony Brook, N.Y."
2011,09/23/2011,at,Harvard,L,7-24,"Boston, Mass."
2011,10/01/2011,vs,Rhode Island,W,35-21,"Providence, R.I."
2011,10/08/2011,vs,Holy Cross,W,20-13,"Providence, R.I."
2011,10/15/2011,vs,Princeton,W,34-0,"Providence, R.I."
2011,10/22/2011,at,Cornell,W,35-24,"Ithaca, N.Y."
2011,10/29/2011,vs,Penn,W,6-0,"Providence, R.I."
2011,11/05/2011,at,Yale,W,34-28,"New Haven, Conn."
2011,11/12/2011,vs,Dartmouth,L,16-21,"Providence, R.I."
2011,11/19/2011,at,Columbia,L,28-35,"New York, N.Y."
2012,09/15/2012,at,Holy Cross,W,24-21,"Worcester, Mass."
2012,09/22/2012,vs,Harvard,L,31-45,"Providence, R.I."
2012,09/29/2012,at,Georgetown,W,37-10,"Washington, D.C."
2012,10/06/2012,at,Rhode Island,W,17-7,"Kingston, R.I."
2012,10/13/2012,at,Princeton,L,0-19,"Princeton, N.J."
2012,10/20/2012,vs,Cornell,W,21-14,"Providence, R.I."
2012,10/27/2012,at,Penn,L,17-20,"Philadelphia, Pa."
2012,11/03/2012,vs,Yale,W,20-0,"Providence, R.I."
2012,11/10/2012,at,Dartmouth,W,28-24,"Hanover, N.H."
2012,11/17/2012,vs,Columbia,W,22-6,"Providence, R.I."
2013,09/21/2013,vs,Georgetown,W,45-7,"Providence, R.I."
2013,09/28/2013,at,Harvard,L,23-41,"Boston, Mass."
2013,10/05/2013,vs,Rhode Island,W,31-14,"Providence, R.I."
2013,10/12/2013,at,Bryant,W,41-14,"Smithfield, R.I."
2013,10/19/2013,vs,Princeton,L,17-39,"Providence, R.I."
2013,10/26/2013,at,Cornell,W,42-35,"Ithaca, N.Y."
2013,11/02/2013,vs,Penn,W,27-0,"Providence, R.I."
2013,11/09/2013,at,Yale,L,17-24,"New Haven, Conn."
2013,11/16/2013,vs,Dartmouth,L,20-24,"Providence, R.I."
2013,11/23/2013,at,Columbia,W,48-7,"New York, N.Y."
2014,09/20/2014,at,Georgetown,L,3-17,"Washington, D.C."
2014,09/27/2014,vs,Harvard,L,14-22,"Providence, R.I."
2014,10/04/2014,at,Rhode Island,W,20-13,"Kingston, R.I."
2014,10/11/2014,vs,Holy Cross,W,27-24,"Providence, R.I."
2014,10/18/2014,at,Princeton,L,16-27,"Princeton, N.J."
2014,10/25/2014,vs,Cornell,W,42-16,"Providence, R.I."
2014,11/01/2014,at,Penn,W,21-13,"Philadelphia, Pa."
2014,11/08/2014,vs,Yale,L,42-45,"Providence, R.I."
2014,11/15/2014,at,Dartmouth,L,21-44,"Hanover, N.H."
2014,11/22/2014,vs,Columbia,W,41-7,"Providence, R.I."
2015,09/19/2015,vs,Bryant,L,16-20,"Providence, R.I."
2015,09/26/2015,at,Harvard,L,27-53,"Boston, Mass."
